# T[s],P0[MPa],P1[MPa],P2[MPa]
-29.875,26.904,2.567,3.438
-29.865,26.904,2.567,3.438
-29.854,26.904,2.567,3.445
-29.844,26.904,2.567,3.438
-29.835,26.904,2.567,3.438
-29.824,26.904,2.567,3.438
-29.814,26.904,2.567,3.445
-29.805,26.904,2.567,3.438
-29.795,26.904,2.567,3.438
-29.783,26.904,2.567,3.438
-29.774,26.904,2.567,3.438
-29.765,26.904,2.567,3.445
-29.754,26.904,2.567,3.445
-29.745,26.904,2.561,3.438
-29.732,26.904,2.567,3.445
-29.720,26.904,2.567,3.438
-29.712,26.904,2.567,3.438
-29.705,26.904,2.567,3.438
-29.694,26.904,2.573,3.445
-29.685,26.904,2.567,3.445
-29.675,26.904,2.567,3.445
-29.665,26.904,2.567,3.445
-29.654,26.904,2.567,3.445
-29.646,26.904,2.567,3.445
-29.634,26.904,2.567,3.438
-29.625,26.904,2.567,3.445
-29.615,26.904,2.567,3.445
-29.605,26.904,2.567,3.445
-29.595,26.904,2.573,3.445
-29.585,26.904,2.567,3.445
-29.575,26.904,2.567,3.445
-29.564,26.904,2.567,3.445
-29.554,26.904,2.567,3.445
-29.545,26.904,2.567,3.445
-29.535,26.904,2.567,3.445
-29.520,26.904,2.567,3.445
-29.510,26.904,2.567,3.445
-29.501,26.904,2.567,3.445
-29.494,26.904,2.573,3.445
-29.485,26.904,2.567,3.445
-29.475,26.904,2.567,3.445
-29.464,26.904,2.567,3.445
-29.453,26.904,2.567,3.445
-29.445,26.904,2.573,3.445
-29.434,26.904,2.567,3.445
-29.425,26.904,2.567,3.445
-29.414,26.904,2.567,3.445
-29.404,26.904,2.567,3.445
-29.395,26.904,2.567,3.445
-29.384,26.904,2.567,3.445
-29.373,26.904,2.567,3.445
-29.365,26.904,2.567,3.445
-29.355,26.904,2.567,3.445
-29.345,26.904,2.573,3.445
-29.334,26.904,2.567,3.445
-29.324,26.904,2.567,3.445
-29.314,26.904,2.567,3.445
-29.304,26.904,2.567,3.445
-29.294,26.929,2.567,3.445
-29.284,26.904,2.567,3.445
-29.275,26.904,2.567,3.445
-29.265,26.904,2.567,3.445
-29.255,26.904,2.567,3.445
-29.245,26.904,2.567,3.445
-29.235,26.904,2.567,3.445
-29.225,26.929,2.567,3.445
-29.215,26.929,2.567,3.445
-29.204,26.904,2.567,3.445
-29.194,26.904,2.567,3.445
-29.185,26.904,2.567,3.445
-29.175,26.904,2.567,3.445
-29.165,26.904,2.567,3.445
-29.154,26.904,2.567,3.445
-29.144,26.904,2.567,3.445
-29.135,26.904,2.573,3.445
-29.124,26.904,2.567,3.445
-29.115,26.904,2.567,3.445
-29.103,26.904,2.567,3.445
-29.094,26.904,2.567,3.445
-29.084,26.904,2.567,3.445
-29.075,26.904,2.567,3.445
-29.064,26.904,2.567,3.445
-29.054,26.904,2.567,3.445
-29.045,26.904,2.573,3.445
-29.034,26.904,2.567,3.445
-29.023,26.904,2.567,3.445
-29.015,26.904,2.567,3.445
-29.005,26.904,2.567,3.445
-28.995,26.904,2.573,3.445
-28.984,26.904,2.573,3.445
-28.974,26.904,2.573,3.445
-28.965,26.904,2.573,3.445
-28.956,26.904,2.567,3.451
-28.945,26.904,2.573,3.445
-28.934,26.904,2.573,3.445
-28.925,26.904,2.573,3.445
-28.915,26.904,2.573,3.451
-28.905,26.929,2.567,3.445
-28.895,26.904,2.573,3.445
-28.885,26.904,2.573,3.451
-28.874,26.904,2.573,3.445
-28.864,26.904,2.567,3.451
-28.855,26.904,2.567,3.451
-28.845,26.904,2.567,3.451
-28.835,26.904,2.567,3.445
-28.825,26.904,2.567,3.445
-28.814,26.904,2.573,3.445
-28.805,26.904,2.573,3.445
-28.793,26.904,2.573,3.445
-28.778,26.904,2.573,3.445
-28.772,26.904,2.567,3.445
-28.764,26.904,2.567,3.445
-28.755,26.904,2.567,3.445
-28.745,26.904,2.567,3.445
-28.735,26.904,2.573,3.445
-28.723,26.904,2.567,3.445
-28.714,26.904,2.573,3.445
-28.706,26.904,2.567,3.445
-28.694,26.904,2.573,3.445
-28.685,26.904,2.573,3.451
-28.675,26.904,2.567,3.445
-28.665,26.904,2.573,3.445
-28.655,26.904,2.573,3.445
-28.644,26.904,2.573,3.445
-28.635,26.904,2.573,3.445
-28.625,26.904,2.567,3.445
-28.615,26.904,2.573,3.445
-28.605,26.904,2.573,3.451
-28.595,26.904,2.573,3.451
-28.585,26.904,2.573,3.445
-28.575,26.904,2.573,3.451
-28.565,26.904,2.567,3.445
-28.555,26.904,2.573,3.445
-28.544,26.904,2.573,3.445
-28.534,26.904,2.567,3.451
-28.526,26.904,2.567,3.445
-28.515,26.904,2.573,3.445
-28.504,26.904,2.567,3.451
-28.491,26.904,2.567,3.445
-28.479,26.904,2.573,3.445
-28.474,26.904,2.567,3.451
-28.465,26.904,2.567,3.451
-28.455,26.904,2.573,3.445
-28.444,26.904,2.573,3.451
-28.432,26.929,2.567,3.451
-28.420,26.904,2.567,3.451
-28.413,26.904,2.567,3.451
-28.405,26.904,2.567,3.451
-28.395,26.904,2.567,3.451
-28.385,26.904,2.567,3.451
-28.374,26.904,2.567,3.451
-28.365,26.904,2.573,3.445
-28.354,26.904,2.573,3.445
-28.345,26.904,2.573,3.445
-28.333,26.904,2.573,3.451
-28.323,26.904,2.573,3.445
-28.314,26.904,2.573,3.445
-28.305,26.904,2.567,3.445
-28.295,26.904,2.573,3.445
-28.285,26.904,2.573,3.451
-28.275,26.904,2.573,3.451
-28.265,26.904,2.573,3.451
-28.253,26.904,2.573,3.451
-28.245,26.904,2.573,3.445
-28.235,26.904,2.573,3.451
-28.224,26.904,2.573,3.445
-28.214,26.904,2.573,3.451
-28.205,26.904,2.573,3.451
-28.195,26.904,2.573,3.445
-28.184,26.904,2.573,3.445
-28.174,26.904,2.573,3.451
-28.164,26.904,2.573,3.445
-28.153,26.904,2.567,3.445
-28.145,26.904,2.573,3.445
-28.135,26.904,2.573,3.451
-28.124,26.904,2.573,3.445
-28.115,26.904,2.573,3.445
-28.104,26.904,2.573,3.451
-28.094,26.904,2.573,3.451
-28.084,26.904,2.573,3.445
-28.075,26.904,2.573,3.451
-28.065,26.904,2.573,3.451
-28.054,26.904,2.573,3.451
-28.045,26.904,2.573,3.451
-28.035,26.904,2.567,3.451
-28.025,26.904,2.573,3.451
-28.014,26.904,2.573,3.445
-28.004,26.904,2.573,3.445
-27.994,26.904,2.573,3.451
-27.984,26.904,2.573,3.445
-27.974,26.904,2.573,3.445
-27.965,26.904,2.573,3.445
-27.955,26.904,2.573,3.445
-27.944,26.904,2.573,3.445
-27.935,26.904,2.573,3.451
-27.925,26.904,2.573,3.445
-27.914,26.904,2.573,3.445
-27.905,26.904,2.567,3.445
-27.895,26.904,2.573,3.445
-27.885,26.904,2.573,3.445
-27.875,26.904,2.573,3.445
-27.864,26.904,2.573,3.445
-27.855,26.904,2.573,3.445
-27.842,26.904,2.573,3.445
-27.827,26.904,2.573,3.445
-27.816,26.904,2.573,3.445
-27.809,26.904,2.573,3.445
-27.805,26.904,2.573,3.451
-27.795,26.904,2.573,3.445
-27.785,26.904,2.573,3.445
-27.774,26.904,2.573,3.445
-27.765,26.904,2.573,3.451
-27.754,26.904,2.580,3.451
-27.745,26.904,2.617,3.451
-27.735,26.904,2.630,3.445
-27.725,26.904,2.630,3.451
-27.714,26.904,2.630,3.451
-27.705,26.904,2.630,3.451
-27.694,26.904,2.630,3.451
-27.685,26.904,2.630,3.451
-27.674,26.904,2.630,3.451
-27.664,26.904,2.630,3.451
-27.654,26.904,2.630,3.451
-27.644,26.904,2.630,3.451
-27.635,26.904,2.636,3.451
-27.625,26.904,2.630,3.451
-27.615,26.904,2.630,3.445
-27.605,26.904,2.636,3.451
-27.595,26.904,2.630,3.451
-27.581,26.904,2.630,3.451
-27.571,26.904,2.630,3.451
-27.561,26.904,2.630,3.451
-27.553,26.904,2.630,3.451
-27.545,26.904,2.630,3.451
-27.535,26.904,2.630,3.451
-27.524,26.904,2.630,3.451
-27.515,26.904,2.630,3.451
-27.504,26.904,2.630,3.451
-27.495,26.904,2.630,3.451
-27.485,26.904,2.630,3.451
-27.475,26.904,2.636,3.451
-27.465,26.904,2.630,3.451
-27.450,26.904,2.630,3.445
-27.438,26.904,2.630,3.451
-27.430,26.904,2.630,3.451
-27.424,26.904,2.630,3.451
-27.415,26.904,2.630,3.451
-27.406,26.904,2.630,3.445
-27.393,26.904,2.630,3.451
-27.385,26.904,2.630,3.451
-27.373,26.904,2.630,3.445
-27.365,26.904,2.630,3.445
-27.355,26.904,2.630,3.451
-27.344,26.904,2.630,3.451
-27.334,26.904,2.630,3.451
-27.325,26.904,2.630,3.451
-27.315,26.904,2.630,3.451
-27.305,26.904,2.630,3.451
-27.293,26.904,2.630,3.451
-27.285,26.904,2.630,3.451
-27.274,26.904,2.630,3.451
-27.265,26.904,2.630,3.451
-27.254,26.904,2.630,3.451
-27.244,26.904,2.630,3.451
-27.234,26.904,2.630,3.451
-27.225,26.904,2.630,3.451
-27.215,26.904,2.630,3.451
-27.205,26.929,2.630,3.451
-27.195,26.904,2.636,3.451
-27.185,26.904,2.636,3.451
-27.174,26.904,2.630,3.445
-27.165,26.904,2.630,3.451
-27.155,26.929,2.630,3.451
-27.144,26.904,2.636,3.451
-27.135,26.904,2.630,3.451
-27.125,26.904,2.630,3.445
-27.115,26.904,2.630,3.451
-27.105,26.929,2.630,3.451
-27.095,26.904,2.636,3.451
-27.085,26.904,2.630,3.451
-27.075,26.904,2.630,3.451
-27.066,26.904,2.630,3.451
-27.055,26.904,2.630,3.451
-27.044,26.904,2.630,3.451
-27.035,26.904,2.630,3.451
-27.025,26.904,2.630,3.451
-27.014,26.904,2.636,3.451
-27.004,26.904,2.630,3.451
-26.995,26.904,2.630,3.451
-26.985,26.904,2.636,3.451
-26.974,26.904,2.636,3.451
-26.965,26.904,2.636,3.451
-26.955,26.904,2.630,3.451
-26.943,26.904,2.630,3.451
-26.935,26.904,2.636,3.451
-26.925,26.904,2.630,3.451
-26.915,26.904,2.636,3.451
-26.905,26.904,2.636,3.451
-26.895,26.904,2.636,3.451
-26.884,26.904,2.636,3.451
-26.874,26.904,2.636,3.451
-26.863,26.904,2.636,3.451
-26.854,26.904,2.636,3.451
-26.845,26.904,2.636,3.451
-26.834,26.904,2.636,3.451
-26.825,26.929,2.636,3.451
-26.815,26.904,2.636,3.451
-26.804,26.904,2.636,3.451
-26.794,26.904,2.642,3.451
-26.785,26.904,2.636,3.451
-26.775,26.904,2.636,3.451
-26.761,26.904,2.636,3.457
-26.749,26.929,2.636,3.451
-26.743,26.904,2.636,3.451
-26.735,26.904,2.636,3.451
-26.725,26.904,2.636,3.451
-26.716,26.904,2.636,3.451
-26.704,26.904,2.636,3.451
-26.695,26.904,2.636,3.451
-26.685,26.904,2.636,3.451
-26.675,26.904,2.636,3.451
-26.661,26.904,2.636,3.451
-26.650,26.904,2.636,3.451
-26.643,26.904,2.636,3.451
-26.634,26.904,2.636,3.451
-26.625,26.904,2.636,3.451
-26.615,26.904,2.636,3.457
-26.605,26.904,2.636,3.457
-26.595,26.904,2.636,3.451
-26.583,26.904,2.636,3.451
-26.575,26.904,2.636,3.451
-26.564,26.904,2.636,3.451
-26.555,26.904,2.636,3.451
-26.544,26.929,2.636,3.451
-26.534,26.929,2.636,3.451
-26.525,26.904,2.636,3.451
-26.515,26.929,2.636,3.451
-26.505,26.904,2.636,3.457
-26.495,26.904,2.636,3.451
-26.483,26.929,2.636,3.451
-26.475,26.904,2.636,3.451
-26.465,26.904,2.630,3.451
-26.455,26.904,2.636,3.451
-26.443,26.904,2.630,3.451
-26.433,26.929,2.636,3.457
-26.425,26.929,2.636,3.457
-26.414,26.904,2.636,3.451
-26.405,26.929,2.636,3.451
-26.395,26.904,2.636,3.451
-26.385,26.929,2.636,3.451
-26.375,26.904,2.642,3.451
-26.365,26.904,2.636,3.451
-26.355,26.904,2.636,3.451
-26.344,26.904,2.636,3.451
-26.335,26.929,2.636,3.451
-26.323,26.929,2.636,3.451
-26.313,26.929,2.636,3.451
-26.304,26.929,2.636,3.451
-26.294,26.904,2.636,3.451
-26.286,26.929,2.636,3.451
-26.274,26.904,2.636,3.451
-26.265,26.904,2.636,3.457
-26.254,26.929,2.636,3.457
-26.245,26.904,2.636,3.451
-26.235,26.904,2.636,3.451
-26.225,26.904,2.636,3.451
-26.214,26.904,2.636,3.457
-26.204,26.929,2.636,3.457
-26.194,26.904,2.636,3.451
-26.185,26.904,2.636,3.451
-26.175,26.904,2.636,3.457
-26.163,26.904,2.636,3.451
-26.155,26.904,2.636,3.457
-26.145,26.904,2.636,3.457
-26.135,26.904,2.636,3.457
-26.124,26.904,2.636,3.451
-26.114,26.904,2.636,3.451
-26.104,26.904,2.636,3.457
-26.095,26.904,2.636,3.451
-26.083,26.904,2.636,3.457
-26.075,26.904,2.636,3.451
-26.065,26.904,2.636,3.457
-26.054,26.929,2.636,3.451
-26.042,26.904,2.636,3.451
-26.031,26.904,2.636,3.451
-26.018,26.904,2.636,3.451
-26.010,26.904,2.636,3.451
-26.005,26.904,2.636,3.451
-25.994,26.904,2.636,3.451
-25.985,26.904,2.636,3.451
-25.975,26.904,2.636,3.457
-25.965,26.904,2.636,3.457
-25.954,26.929,2.636,3.457
-25.946,26.929,2.636,3.451
-25.934,26.929,2.636,3.457
-25.925,26.904,2.636,3.457
-25.914,26.929,2.636,3.457
-25.905,26.929,2.636,3.457
-25.895,26.904,2.636,3.457
-25.885,26.904,2.636,3.457
-25.872,26.904,2.636,3.457
-25.859,26.904,2.642,3.457
-25.850,26.904,2.636,3.457
-25.844,26.904,2.636,3.457
-25.834,26.929,2.636,3.457
-25.825,26.929,2.636,3.457
-25.815,26.929,2.636,3.457
-25.805,26.904,2.636,3.457
-25.794,26.929,2.636,3.451
-25.785,26.929,2.636,3.457
-25.774,26.929,2.636,3.451
-25.764,26.929,2.636,3.451
-25.753,26.929,2.636,3.457
-25.745,26.904,2.636,3.457
-25.735,26.929,2.636,3.451
-25.725,26.904,2.636,3.451
-25.715,26.904,2.636,3.451
-25.705,26.904,2.636,3.451
-25.694,26.904,2.636,3.451
-25.686,26.904,2.636,3.457
-25.674,26.929,2.636,3.457
-25.664,26.929,2.636,3.457
-25.655,26.904,2.636,3.457
-25.645,26.929,2.636,3.451
-25.635,26.929,2.636,3.457
-25.625,26.929,2.636,3.457
-25.615,26.904,2.636,3.451
-25.602,26.904,2.636,3.451
-25.589,26.904,2.642,3.451
-25.581,26.929,2.636,3.457
-25.574,26.929,2.642,3.457
-25.565,26.929,2.636,3.457
-25.555,26.904,2.636,3.457
-25.544,26.929,2.636,3.457
-25.534,26.904,2.642,3.457
-25.525,26.904,2.636,3.451
-25.515,26.929,2.642,3.457
-25.504,26.929,2.642,3.457
-25.495,26.904,2.636,3.457
-25.483,26.904,2.636,3.457
-25.474,26.904,2.636,3.457
-25.464,26.904,2.636,3.457
-25.455,26.904,2.636,3.457
-25.444,26.929,2.636,3.457
-25.434,26.929,2.636,3.457
-25.424,26.929,2.636,3.451
-25.415,26.904,2.636,3.451
-25.405,26.929,2.636,3.457
-25.395,26.929,2.636,3.457
-25.385,26.904,2.636,3.457
-25.374,26.904,2.636,3.451
-25.365,26.929,2.636,3.451
-25.355,26.929,2.636,3.457
-25.345,26.929,2.636,3.451
-25.334,26.929,2.636,3.457
-25.324,26.929,2.636,3.457
-25.315,26.929,2.636,3.457
-25.304,26.929,2.636,3.457
-25.295,26.929,2.636,3.451
-25.285,26.929,2.636,3.457
-25.275,26.929,2.636,3.451
-25.264,26.929,2.636,3.457
-25.255,26.929,2.636,3.451
-25.244,26.929,2.642,3.451
-25.235,26.929,2.636,3.451
-25.225,26.904,2.636,3.451
-25.215,26.929,2.642,3.457
-25.203,26.929,2.636,3.451
-25.195,26.929,2.636,3.457
-25.185,26.929,2.642,3.457
-25.175,26.929,2.636,3.457
-25.164,26.929,2.642,3.451
-25.154,26.929,2.636,3.457
-25.145,26.929,2.642,3.457
-25.133,26.929,2.642,3.457
-25.125,26.929,2.642,3.451
-25.114,26.929,2.636,3.457
-25.104,26.929,2.636,3.457
-25.094,26.929,2.642,3.457
-25.085,26.929,2.636,3.451
-25.074,26.929,2.636,3.451
-25.065,26.929,2.636,3.451
-25.055,26.929,2.636,3.451
-25.044,26.929,2.636,3.457
-25.035,26.929,2.636,3.457
-25.025,26.904,2.636,3.457
-25.014,26.929,2.636,3.457
-25.004,26.929,2.636,3.457
-24.994,26.929,2.636,3.457
-24.985,26.929,2.636,3.457
-24.975,26.929,2.636,3.457
-24.965,26.929,2.636,3.457
-24.955,26.929,2.636,3.457
-24.945,26.929,2.636,3.451
-24.934,26.929,2.636,3.457
-24.925,26.929,2.636,3.457
-24.914,26.929,2.636,3.457
-24.904,26.929,2.642,3.457
-24.895,26.929,2.642,3.457
-24.884,26.929,2.642,3.451
-24.875,26.929,2.642,3.457
-24.865,26.929,2.642,3.457
-24.855,26.929,2.642,3.457
-24.844,26.929,2.636,3.457
-24.835,26.929,2.636,3.457
-24.825,26.929,2.636,3.457
-24.814,26.929,2.636,3.451
-24.805,26.929,2.642,3.457
-24.795,26.929,2.636,3.451
-24.784,26.929,2.636,3.451
-24.775,26.929,2.642,3.457
-24.763,26.929,2.636,3.457
-24.754,26.929,2.636,3.457
-24.745,26.929,2.642,3.457
-24.734,26.929,2.642,3.457
-24.723,26.929,2.636,3.457
-24.715,26.929,2.642,3.451
-24.705,26.929,2.642,3.457
-24.695,26.929,2.642,3.457
-24.685,26.929,2.642,3.451
-24.674,26.929,2.642,3.457
-24.664,26.929,2.642,3.457
-24.655,26.929,2.642,3.457
-24.644,26.904,2.642,3.451
-24.635,26.929,2.642,3.457
-24.625,26.929,2.642,3.457
-24.614,26.929,2.642,3.457
-24.605,26.929,2.642,3.457
-24.595,26.929,2.636,3.457
-24.583,26.929,2.642,3.457
-24.574,26.929,2.642,3.457
-24.564,26.929,2.642,3.457
-24.554,26.929,2.642,3.457
-24.543,26.929,2.642,3.457
-24.535,26.929,2.642,3.457
-24.525,26.929,2.642,3.457
-24.515,26.929,2.642,3.457
-24.504,26.929,2.642,3.457
-24.495,26.929,2.642,3.457
-24.485,26.929,2.642,3.457
-24.474,26.929,2.642,3.457
-24.464,26.929,2.642,3.457
-24.455,26.929,2.642,3.457
-24.443,26.929,2.636,3.457
-24.434,26.929,2.636,3.457
-24.423,26.929,2.636,3.457
-24.414,26.929,2.642,3.451
-24.405,26.929,2.642,3.451
-24.394,26.929,2.642,3.457
-24.384,26.929,2.636,3.451
-24.374,26.929,2.642,3.457
-24.365,26.929,2.642,3.457
-24.354,26.929,2.642,3.451
-24.345,26.929,2.642,3.451
-24.335,26.929,2.642,3.457
-24.323,26.929,2.642,3.451
-24.312,26.929,2.642,3.457
-24.301,26.929,2.642,3.457
-24.293,26.929,2.642,3.457
-24.285,26.929,2.642,3.457
-24.273,26.929,2.636,3.457
-24.265,26.929,2.642,3.457
-24.255,26.929,2.636,3.457
-24.245,26.929,2.642,3.457
-24.235,26.929,2.642,3.457
-24.224,26.929,2.636,3.457
-24.214,26.929,2.636,3.457
-24.203,26.929,2.642,3.457
-24.195,26.929,2.636,3.457
-24.185,26.929,2.636,3.457
-24.175,26.929,2.636,3.457
-24.164,26.929,2.642,3.457
-24.155,26.929,2.642,3.457
-24.145,26.929,2.642,3.457
-24.135,26.929,2.642,3.457
-24.124,26.929,2.636,3.457
-24.115,26.929,2.642,3.457
-24.105,26.929,2.642,3.457
-24.094,26.929,2.642,3.457
-24.084,26.929,2.636,3.457
-24.075,26.929,2.636,3.457
-24.064,26.929,2.636,3.457
-24.053,26.929,2.636,3.457
-24.039,26.929,2.636,3.457
-24.029,26.929,2.636,3.457
-24.024,26.929,2.642,3.451
-24.014,26.929,2.636,3.457
-24.004,26.929,2.642,3.457
-23.995,26.929,2.642,3.457
-23.984,26.929,2.642,3.457
-23.975,26.929,2.642,3.457
-23.964,26.929,2.642,3.457
-23.954,26.929,2.642,3.457
-23.945,26.929,2.642,3.457
-23.933,26.929,2.642,3.457
-23.925,26.929,2.642,3.457
-23.914,26.929,2.636,3.457
-23.904,26.929,2.642,3.457
-23.894,26.929,2.642,3.457
-23.884,26.929,2.642,3.457
-23.876,26.929,2.642,3.457
-23.865,26.929,2.642,3.457
-23.854,26.929,2.642,3.457
-23.845,26.929,2.642,3.457
-23.835,26.929,2.642,3.457
-23.825,26.929,2.642,3.457
-23.813,26.929,2.642,3.457
-23.805,26.929,2.642,3.457
-23.794,26.929,2.642,3.457
-23.784,26.929,2.642,3.457
-23.775,26.929,2.642,3.457
-23.765,26.929,2.642,3.457
-23.755,26.929,2.642,3.457
-23.745,26.929,2.642,3.457
-23.734,26.929,2.642,3.457
-23.725,26.929,2.642,3.457
-23.715,26.929,2.642,3.457
-23.706,26.929,2.642,3.457
-23.694,26.929,2.642,3.457
-23.684,26.929,2.642,3.457
-23.675,26.929,2.642,3.457
-23.660,26.929,2.642,3.457
-23.650,26.929,2.642,3.457
-23.644,26.929,2.642,3.457
-23.634,26.929,2.642,3.457
-23.624,26.929,2.642,3.457
-23.615,26.929,2.636,3.457
-23.605,26.929,2.642,3.457
-23.593,26.929,2.642,3.457
-23.585,26.929,2.642,3.457
-23.575,26.929,2.636,3.457
-23.564,26.929,2.642,3.457
-23.555,26.929,2.642,3.457
-23.545,26.929,2.642,3.457
-23.534,26.929,2.642,3.457
-23.525,26.929,2.642,3.457
-23.515,26.929,2.642,3.457
-23.505,26.929,2.636,3.457
-23.495,26.929,2.642,3.457
-23.485,26.929,2.642,3.457
-23.475,26.929,2.636,3.457
-23.464,26.929,2.642,3.457
-23.454,26.929,2.642,3.457
-23.444,26.929,2.642,3.457
-23.435,26.929,2.636,3.457
-23.425,26.929,2.642,3.457
-23.415,26.929,2.642,3.457
-23.403,26.929,2.642,3.457
-23.395,26.929,2.642,3.457
-23.385,26.929,2.642,3.457
-23.375,26.929,2.642,3.457
-23.365,26.929,2.642,3.457
-23.354,26.929,2.642,3.457
-23.344,26.929,2.642,3.457
-23.335,26.929,2.642,3.457
-23.323,26.929,2.642,3.457
-23.315,26.929,2.642,3.451
-23.305,26.929,2.642,3.457
-23.295,26.929,2.642,3.457
-23.285,26.929,2.642,3.457
-23.275,26.929,2.642,3.457
-23.264,26.929,2.642,3.457
-23.255,26.929,2.642,3.457
-23.243,26.929,2.642,3.457
-23.234,26.929,2.642,3.457
-23.224,26.929,2.642,3.457
-23.215,26.929,2.642,3.457
-23.204,26.929,2.642,3.457
-23.195,26.929,2.642,3.457
-23.185,26.929,2.642,3.457
-23.174,26.929,2.642,3.457
-23.165,26.929,2.642,3.457
-23.154,26.929,2.642,3.457
-23.145,26.929,2.642,3.457
-23.134,26.929,2.642,3.457
-23.124,26.929,2.642,3.457
-23.114,26.929,2.642,3.457
-23.104,26.929,2.642,3.457
-23.095,26.929,2.642,3.457
-23.085,26.929,2.642,3.457
-23.075,26.929,2.642,3.457
-23.065,26.929,2.642,3.457
-23.055,26.929,2.642,3.457
-23.044,26.929,2.642,3.457
-23.033,26.929,2.642,3.451
-23.021,26.929,2.642,3.457
-23.011,26.929,2.642,3.457
-23.004,26.929,2.642,3.457
-22.992,26.929,2.642,3.457
-22.985,26.929,2.642,3.457
-22.971,26.929,2.642,3.457
-22.959,26.929,2.642,3.457
-22.953,26.929,2.642,3.457
-22.945,26.929,2.642,3.457
-22.934,26.929,2.642,3.457
-22.925,26.929,2.642,3.457
-22.914,26.929,2.642,3.457
-22.905,26.929,2.642,3.457
-22.893,26.929,2.642,3.457
-22.884,26.929,2.642,3.457
-22.875,26.929,2.642,3.457
-22.865,26.929,2.642,3.457
-22.855,26.929,2.642,3.457
-22.844,26.929,2.642,3.457
-22.834,26.929,2.642,3.457
-22.825,26.929,2.642,3.457
-22.815,26.929,2.642,3.457
-22.805,26.929,2.642,3.457
-22.795,26.929,2.642,3.457
-22.784,26.929,2.642,3.457
-22.772,26.929,2.642,3.457
-22.762,26.929,2.642,3.457
-22.750,26.929,2.642,3.457
-22.744,26.929,2.642,3.457
-22.735,26.929,2.642,3.457
-22.725,26.929,2.642,3.457
-22.714,26.929,2.642,3.457
-22.705,26.929,2.636,3.457
-22.695,26.929,2.642,3.457
-22.684,26.929,2.642,3.457
-22.674,26.929,2.642,3.457
-22.665,26.929,2.642,3.457
-22.654,26.929,2.642,3.457
-22.645,26.929,2.642,3.451
-22.631,26.929,2.642,3.457
-22.618,26.929,2.642,3.457
-22.612,26.929,2.642,3.451
-22.604,26.929,2.642,3.457
-22.594,26.929,2.642,3.457
-22.584,26.929,2.642,3.451
-22.574,26.929,2.642,3.457
-22.565,26.929,2.642,3.457
-22.555,26.929,2.642,3.457
-22.545,26.929,2.642,3.457
-22.535,26.929,2.642,3.457
-22.525,26.929,2.642,3.457
-22.514,26.929,2.642,3.457
-22.503,26.929,2.642,3.457
-22.489,26.929,2.642,3.457
-22.477,26.929,2.642,3.457
-22.471,26.929,2.642,3.457
-22.464,26.929,2.636,3.457
-22.454,26.929,2.636,3.457
-22.445,26.929,2.642,3.457
-22.435,26.929,2.642,3.457
-22.424,26.929,2.636,3.457
-22.415,26.929,2.642,3.457
-22.405,26.929,2.642,3.457
-22.395,26.929,2.642,3.457
-22.385,26.929,2.642,3.457
-22.375,26.929,2.642,3.457
-22.365,26.929,2.642,3.457
-22.354,26.929,2.642,3.457
-22.344,26.929,2.642,3.457
-22.335,26.929,2.642,3.457
-22.324,26.929,2.642,3.457
-22.315,26.929,2.642,3.457
-22.305,26.929,2.642,3.457
-22.291,26.929,2.642,3.457
-22.279,26.929,2.642,3.457
-22.274,26.929,2.642,3.457
-22.265,26.929,2.642,3.457
-22.255,26.929,2.642,3.457
-22.244,26.929,2.642,3.457
-22.234,26.929,2.642,3.457
-22.225,26.929,2.636,3.457
-22.214,26.929,2.642,3.457
-22.205,26.929,2.642,3.457
-22.194,26.929,2.642,3.457
-22.185,26.929,2.642,3.457
-22.175,26.929,2.642,3.457
-22.164,26.929,2.642,3.457
-22.154,26.929,2.642,3.457
-22.145,26.929,2.642,3.457
-22.134,26.929,2.642,3.457
-22.125,26.929,2.642,3.457
-22.111,26.929,2.636,3.457
-22.098,26.929,2.642,3.457
-22.090,26.929,2.642,3.457
-22.085,26.929,2.636,3.457
-22.075,26.929,2.642,3.457
-22.065,26.929,2.642,3.457
-22.055,26.929,2.636,3.457
-22.045,26.929,2.642,3.457
-22.035,26.929,2.642,3.457
-22.024,26.929,2.642,3.457
-22.015,26.929,2.642,3.457
-22.005,26.929,2.642,3.457
-21.994,26.929,2.642,3.457
-21.986,26.929,2.642,3.457
-21.974,26.929,2.642,3.457
-21.964,26.929,2.642,3.457
-21.955,26.929,2.642,3.457
-21.945,26.929,2.636,3.457
-21.934,26.929,2.636,3.457
-21.924,26.929,2.636,3.457
-21.914,26.929,2.642,3.457
-21.905,26.929,2.642,3.451
-21.894,26.929,2.642,3.457
-21.884,26.929,2.636,3.457
-21.874,26.929,2.642,3.457
-21.864,26.929,2.642,3.457
-21.855,26.929,2.636,3.457
-21.844,26.929,2.642,3.457
-21.835,26.929,2.642,3.457
-21.824,26.929,2.642,3.457
-21.815,26.929,2.642,3.457
-21.805,26.929,2.642,3.457
-21.793,26.929,2.642,3.457
-21.785,26.929,2.642,3.457
-21.775,26.929,2.636,3.457
-21.765,26.929,2.642,3.457
-21.755,26.929,2.636,3.457
-21.745,26.929,2.642,3.457
-21.734,26.929,2.636,3.457
-21.724,26.929,2.636,3.457
-21.715,26.929,2.642,3.457
-21.703,26.929,2.636,3.457
-21.695,26.929,2.636,3.457
-21.679,26.929,2.636,3.457
-21.667,26.929,2.642,3.457
